date,symbol,close,change_percent,open,high,low,volume,source,timestamp
2025-11-26,HPPL,480.0,-0.41,488.0,479.6,481.0,54061.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,HRL,860.5,1.59,866.0,841.0,863.9,281519.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,HURJA,234.7,0.73,236.0,230.3,236.0,60653.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,ICFC,645.0,0.31,650.5,640.0,647.0,9045.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,IGI,430.0,-0.46,434.3,423.4,430.1,20253.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,IHL,557.0,0.52,564.0,549.1,550.0,3422.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,ILBS,1126.8,-0.9,1154.5,1122.4,1154.5,2380.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,ILI,481.0,1.03,483.4,468.0,475.0,71980.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,JBBL,323.9,-1.19,328.0,319.0,321.3,35509.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,JBLB,1587.9,-0.76,1600.0,1541.0,1600.0,21075.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,JFL,435.0,1.16,438.0,428.4,438.0,7553.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,JHAPA,606.2,10.0,606.2,562.1,562.1,550.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,JOSHI,362.0,-4.96,373.3,350.0,373.3,91915.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,JSLBB,1201.1,1.7,1277.0,1180.5,1180.5,1924.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KBL,183.0,-1.35,186.0,182.1,185.5,111113.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KBSH,1800.0,-0.01,1800.1,1767.4,1800.1,477.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KDBY,9.02,-0.88,9.1,8.96,8.96,3645.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KDL,909.9,0.54,923.1,896.0,923.1,2656.0,merolagani_daily,2025-11-26 00:39:42
