date,symbol,open,high,low,close,volume,change_percent,source,timestamp,RSI,MA50,MACD,MACD_Signal,Prev_Volume,RSI_OK,MA_OK,MACD_OK,VOLUME_OK,Recommendation,Buy_Signal,check_rsi,check_ma,check_macd,check_volume
2025-11-27,SICL,680.0,663.0,663.0,680.0,70.0,0.59,merolagani_daily,2025-11-27 11:13:44,79.60151110825399,628.002,9.926369080799304,3.60829131334434,10276.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SJLIC,480.5,472.0,479.0,476.3,4542.0,-0.77,merolagani_daily,2025-11-27 11:13:44,77.86926749798147,426.87,11.430341905329044,6.215703749794212,206904.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SKBBL,890.0,881.0,890.0,881.0,25.0,0.0,merolagani_daily,2025-11-27 11:13:44,64.64656286598756,860.1080000000001,3.104589990876093,-1.5780611307709373,13264.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SLBBL,960.6,960.6,960.6,960.6,10.0,1.97,merolagani_daily,2025-11-27 11:13:44,82.29522409549995,854.332,18.371663414183104,5.573816012672928,14834.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SNLI,510.0,506.0,510.0,510.0,2045.0,0.0,merolagani_daily,2025-11-27 11:13:44,71.7474777514966,459.578,12.694859016886198,8.85567296831237,84454.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SONA,438.0,436.0,438.0,436.0,660.0,-0.91,merolagani_daily,2025-11-27 11:13:44,66.14574564346556,417.644,5.364361324942763,3.0148693299067384,42628.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SPHL,545.1,545.1,545.1,545.1,80.0,-1.41,merolagani_daily,2025-11-27 11:13:44,66.70095577166542,510.53399999999993,9.923871510736603,4.634011098661167,7610.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SRLI,409.2,408.2,408.2,409.2,430.0,-1.61,merolagani_daily,2025-11-27 11:13:44,63.45768352780729,386.656,6.249522993840117,3.853323503480499,44599.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SWBBL,831.0,815.0,831.0,823.0,248.0,0.97,merolagani_daily,2025-11-27 11:13:44,69.20911332860716,793.4440000000001,2.3939566297824513,-2.534089166614801,18341.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,SWMF,704.9,704.9,704.9,704.9,5.0,0.0,merolagani_daily,2025-11-27 11:13:44,70.59943548589816,676.802,7.194340593769198,5.3759997684947365,2695.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,TPC,356.3,356.3,356.3,356.3,12.0,0.08,merolagani_daily,2025-11-27 11:13:44,73.73209307030784,311.53,10.260550414182148,7.892234823717953,151585.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,TTL,769.0,758.0,758.0,762.0,714.0,0.53,merolagani_daily,2025-11-27 11:13:44,64.34907347357681,723.682,11.54540404821546,7.995562232813782,23552.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,UAIL,472.9,469.8,472.9,469.8,100.0,0.82,merolagani_daily,2025-11-27 11:13:44,63.42553648760277,451.602,2.331506304453569,-0.620781886686935,26620.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,UHEWA,621.0,620.0,620.0,620.0,5450.0,0.19,merolagani_daily,2025-11-27 11:13:44,72.21405020973273,567.094,11.630792612815526,8.355834004873206,28723.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,UMHL,548.8,535.1,540.0,548.8,92680.0,1.2,merolagani_daily,2025-11-27 11:13:44,75.2831877842924,525.904,4.016252669700407,2.378211380733645,69782.0,True,True,True,True,BUY,True,True,True,True,True
2025-11-27,UPCL,386.0,375.1,378.9,378.3,140.0,-0.94,merolagani_daily,2025-11-27 11:13:44,60.33188631166263,364.26599999999985,2.4300366105700277,0.47668195544437175,196949.0,True,True,True,False,BUY,True,True,True,True,True
